birth_date,terms_conditions,date_exp_token,type_independent_activity_id,incomes,extra_incomes,familiar_debts,is_tax_return,region_id,name,name.1,viability,is_selected
1959-05-01,1,2022-10-20 19:28:46.0,1,16883000,0,400000,1,2.0,"wholesale and retail, auto repair",independent,1,1
1985-12-26,1,2022-10-21 17:15:42.0,1,300000000,0,3000000,1,7.0,"wholesale and retail, auto repair",independent,1,1
1969-07-20,1,2022-10-22 16:46:31.0,1,5850000,0,2732000,1,13.0,"wholesale and retail, auto repair",independent,0,0
1966-11-11,0,,1,90000000,0,90000000,1,,"wholesale and retail, auto repair",independent,1,1
1981-01-19,1,2022-10-24 20:59:55.0,1,18000000,0,0,1,26.0,"wholesale and retail, auto repair",independent,1,0
1999-06-11,1,2022-10-24 20:59:56.0,1,20000000,0,0,1,26.0,"wholesale and retail, auto repair",independent,1,0
1980-03-02,0,,1,7500000,0,200000,1,,"wholesale and retail, auto repair",independent,1,1
1977-09-16,1,2022-10-25 20:17:04.0,1,25000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1991-10-25,1,2022-10-25 20:44:35.0,1,1100000,0,0,0,12.0,"wholesale and retail, auto repair",independent,0,0
1985-11-15,1,2022-10-25 21:03:29.0,1,72000000,0,0,1,2.0,"wholesale and retail, auto repair",independent,1,1
1983-11-28,0,,1,18000000,0,2000000,1,,"wholesale and retail, auto repair",independent,1,1
1966-11-28,1,2022-10-26 15:03:54.0,1,2850000,0,0,0,13.0,"wholesale and retail, auto repair",independent,0,0
1965-02-07,1,2022-10-27 20:12:19.0,1,7800000,0,0,1,2.0,"wholesale and retail, auto repair",independent,0,0
1979-12-06,1,2022-10-28 13:47:42.0,1,2000000,0,0,0,12.0,"wholesale and retail, auto repair",independent,0,0
1974-04-15,1,2022-10-28 21:08:00.0,1,2000000,0,700000,1,1.0,"wholesale and retail, auto repair",independent,0,0
1980-02-22,0,,1,35000000,0,300000,1,,"wholesale and retail, auto repair",independent,1,1
2003-02-25,0,,1,15549000,0,0,0,,"wholesale and retail, auto repair",independent,1,1
0000-00-00,1,2022-11-03 17:27:42.0,1,5000000,0,0,0,12.0,"wholesale and retail, auto repair",independent,0,0
1976-11-05,1,2022-11-01 20:55:25.0,1,41483241,0,300000,1,2.0,"wholesale and retail, auto repair",independent,1,0
1977-04-21,1,2022-11-01 23:02:01.0,1,100000000,0,0,1,2.0,"wholesale and retail, auto repair",independent,1,0
1984-07-04,1,2022-11-02 20:40:05.0,1,18000000,0,250000,1,1.0,"wholesale and retail, auto repair",independent,1,0
1985-05-05,1,2022-11-04 21:47:32.0,1,13000000,0,500000,1,1.0,"wholesale and retail, auto repair",independent,1,0
1977-08-16,0,,1,7900000,0,200000,1,,"wholesale and retail, auto repair",independent,1,1
1962-08-02,1,2022-11-08 20:47:26.0,1,5000000,0,0,0,26.0,"wholesale and retail, auto repair",independent,0,0
1962-04-22,1,2022-11-08 21:00:55.0,1,30000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,1,0
1963-10-18,1,2022-11-09 15:11:25.0,1,8000000,0,0,0,26.0,"wholesale and retail, auto repair",independent,0,0
1974-09-29,1,2022-11-09 22:04:43.0,1,16942256,0,0,1,26.0,"wholesale and retail, auto repair",independent,1,0
2002-10-17,1,2022-11-10 20:59:31.0,1,14300000,0,0,1,2.0,"wholesale and retail, auto repair",independent,0,0
1982-02-22,1,2022-11-11 16:38:01.0,1,12500000,0,800000,1,2.0,"wholesale and retail, auto repair",independent,1,0
1972-10-01,0,,1,32213682,0,300000,1,,"wholesale and retail, auto repair",independent,1,1
1970-09-09,1,2022-11-12 17:59:37.0,1,3000000,0,0,0,29.0,"wholesale and retail, auto repair",independent,0,0
1980-05-28,0,,1,83166000,0,400000,1,,"wholesale and retail, auto repair",independent,1,1
1995-11-06,1,2022-11-15 18:03:45.0,1,100000000,0,0,1,2.0,"wholesale and retail, auto repair",independent,1,0
1983-01-10,1,2022-11-17 16:45:21.0,1,12000000,0,800000,1,1.0,"wholesale and retail, auto repair",independent,0,0
1985-03-23,0,,1,80000000,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
1996-11-18,1,2022-11-18 18:57:02.0,1,8000000,0,1000000,0,1.0,"wholesale and retail, auto repair",independent,1,0
1993-03-27,1,2022-11-19 17:31:44.0,1,10000000,0,2000000,1,2.0,"wholesale and retail, auto repair",independent,0,0
1968-03-05,1,2022-11-20 14:36:57.0,1,8000000,0,0,0,1.0,"wholesale and retail, auto repair",independent,1,0
1985-08-17,0,,1,4000000,0,400000,1,,"wholesale and retail, auto repair",independent,1,1
1985-01-06,1,2022-11-23 13:22:14.0,1,2000000,0,200000,0,26.0,"wholesale and retail, auto repair",independent,1,1
1982-01-03,1,2022-11-24 00:03:56.0,1,77000000,0,100000,1,13.0,"wholesale and retail, auto repair",independent,1,0
1982-10-23,1,2022-11-24 01:49:13.0,1,10000000,0,0,1,6.0,"wholesale and retail, auto repair",independent,1,0
1977-02-22,1,2022-11-25 16:21:48.0,1,50000000,0,500000,1,1.0,"wholesale and retail, auto repair",independent,1,0
1972-02-14,1,2022-11-25 22:51:54.0,1,3000000,0,0,1,12.0,"wholesale and retail, auto repair",independent,1,0
1982-03-14,1,2022-11-28 15:47:30.0,1,11000000,0,0,1,2.0,"wholesale and retail, auto repair",independent,1,0
1991-06-02,1,2022-11-29 21:30:37.0,1,8000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,0,0
1984-03-14,1,2022-11-30 23:03:20.0,1,3500000,0,0,0,1.0,"wholesale and retail, auto repair",independent,0,0
1982-10-19,0,,1,4500000,0,500000,0,,"wholesale and retail, auto repair",independent,0,1
1991-09-09,1,2022-12-06 18:33:52.0,1,5700000,0,200000,1,12.0,"wholesale and retail, auto repair",independent,0,0
1988-11-05,1,2022-12-09 15:09:02.0,1,15000000,0,0,1,12.0,"wholesale and retail, auto repair",independent,1,0
1993-09-09,1,2022-12-10 17:15:48.0,1,100000000,0,200000,1,2.0,"wholesale and retail, auto repair",independent,1,0
1962-12-03,1,2022-12-11 23:12:30.0,1,70000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1976-05-01,1,2022-12-13 16:17:46.0,1,10000000,0,0,1,2.0,"wholesale and retail, auto repair",independent,1,1
1974-02-15,1,2022-12-13 16:54:50.0,1,45300000,0,300000,1,1.0,"wholesale and retail, auto repair",independent,0,0
1998-09-24,1,2022-12-14 15:26:42.0,1,3600000,0,0,0,12.0,"wholesale and retail, auto repair",independent,0,0
1982-07-21,1,2022-12-15 17:51:18.0,1,5000000,0,0,0,1.0,"wholesale and retail, auto repair",independent,1,0
1965-08-16,1,2022-12-15 19:34:41.0,1,4000000,0,0,0,2.0,"wholesale and retail, auto repair",independent,1,0
1977-04-20,0,,1,19795316,0,300000,0,,"wholesale and retail, auto repair",independent,1,1
1971-02-25,1,2022-12-20 14:11:40.0,1,1998000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
2003-02-28,1,2022-12-20 16:24:57.0,1,3500000,0,0,0,26.0,"wholesale and retail, auto repair",independent,1,0
1988-09-15,1,2022-12-20 20:43:18.0,1,15000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,0,0
1991-11-16,1,2022-12-22 14:31:15.0,1,4000000,0,200000,1,13.0,"wholesale and retail, auto repair",independent,1,0
1961-03-06,1,2022-12-28 23:06:00.0,1,50000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1956-02-06,1,2022-12-26 18:52:10.0,1,116798079,0,300000,1,26.0,"wholesale and retail, auto repair",independent,0,0
1985-12-16,1,2022-12-26 17:21:36.0,1,1400000,0,0,0,26.0,"wholesale and retail, auto repair",independent,1,0
1963-10-21,1,2022-12-28 15:26:18.0,1,7000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,1,0
1990-07-04,1,2023-01-02 17:40:47.0,1,3800000,0,0,0,37.0,"wholesale and retail, auto repair",independent,1,0
1981-12-17,1,2023-01-07 21:37:55.0,1,6000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,0,0
1974-01-20,1,2023-01-11 20:17:52.0,1,1500000,0,0,0,1.0,"wholesale and retail, auto repair",independent,0,0
1977-01-25,1,2023-01-12 15:43:39.0,1,20000000,0,0,1,12.0,"wholesale and retail, auto repair",independent,0,0
2000-01-04,0,,1,15000000,0,200000,0,,"wholesale and retail, auto repair",independent,1,1
1975-02-16,1,2023-01-12 22:57:43.0,1,11644000,0,2000000,1,7.0,"wholesale and retail, auto repair",independent,0,0
1962-09-26,1,2023-01-16 12:43:40.0,1,10000000,0,0,0,1.0,"wholesale and retail, auto repair",independent,0,0
1982-10-17,0,,1,35000000,0,1500000,1,,"wholesale and retail, auto repair",independent,1,1
1960-09-13,1,2023-01-16 17:02:50.0,1,22000000,0,100000,1,2.0,"wholesale and retail, auto repair",independent,1,0
1977-08-16,1,2023-01-16 23:02:00.0,1,5050000,0,400000,1,2.0,"wholesale and retail, auto repair",independent,1,1
1977-03-14,0,,1,18000000,0,18000000,1,,"wholesale and retail, auto repair",independent,1,1
1988-09-23,0,,1,5800000,0,250000,1,,"wholesale and retail, auto repair",independent,1,1
1984-09-11,1,2023-01-19 21:37:08.0,1,6000000,0,0,0,1.0,"wholesale and retail, auto repair",independent,0,0
1988-03-09,0,,1,133842252,0,4000000,1,,"wholesale and retail, auto repair",independent,1,1
1990-09-25,1,2023-01-23 18:18:13.0,1,8000000,0,0,1,12.0,"wholesale and retail, auto repair",independent,0,0
1983-03-22,0,,1,20000000,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
1996-04-11,1,2023-01-24 17:06:19.0,1,10000000,0,300000,1,1.0,"wholesale and retail, auto repair",independent,1,1
1988-01-21,0,,1,16000000,0,400000,1,,"wholesale and retail, auto repair",independent,1,1
1992-11-28,1,2023-01-25 20:38:06.0,1,8000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,0,0
1988-11-29,1,2023-01-26 17:40:57.0,1,15000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,0,0
1973-06-07,1,2023-01-26 22:44:17.0,1,17000000,0,0,1,26.0,"wholesale and retail, auto repair",independent,0,0
1976-03-30,1,2023-02-02 17:36:27.0,1,26000000,0,2500000,1,12.0,"wholesale and retail, auto repair",independent,1,0
1964-07-08,1,2023-01-27 20:35:59.0,1,4000000,0,900000,0,26.0,"wholesale and retail, auto repair",independent,0,0
1997-11-16,1,2023-01-30 18:13:02.0,1,7000000,0,0,0,13.0,"wholesale and retail, auto repair",independent,0,0
1993-11-27,1,2023-04-13 18:47:42.0,1,3000000,0,0,1,6.0,"wholesale and retail, auto repair",independent,1,1
1961-06-16,0,,1,150000000,0,600000,1,,"wholesale and retail, auto repair",independent,1,1
1983-06-04,1,2023-01-31 18:08:54.0,1,5864000,0,200000,1,1.0,"wholesale and retail, auto repair",independent,0,0
1977-04-22,1,2023-01-31 23:34:13.0,1,91500000,0,500000,1,1.0,"wholesale and retail, auto repair",independent,1,0
1994-01-01,1,2023-02-01 21:06:05.0,1,148000000,0,100000,1,19.0,"wholesale and retail, auto repair",independent,1,0
1971-01-04,1,2023-02-02 16:59:20.0,1,14000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1989-03-24,1,2023-02-02 16:59:21.0,1,12000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1996-07-10,0,,1,8000000,0,200000,1,,"wholesale and retail, auto repair",independent,1,1
1992-11-02,0,,1,48704759,0,2000000,1,,"wholesale and retail, auto repair",independent,1,1
1983-10-03,1,2023-02-02 18:59:31.0,1,9000000,0,1000000,1,2.0,"wholesale and retail, auto repair",independent,1,0
1986-08-09,0,,1,70000000,0,6000000,0,1.0,"wholesale and retail, auto repair",independent,1,1
1994-08-23,0,,1,4910000,0,300000,1,,"wholesale and retail, auto repair",independent,1,1
2000-02-08,0,,1,2000000,0,200000,0,,"wholesale and retail, auto repair",independent,1,1
1977-11-19,1,2023-02-06 16:28:46.0,1,5000000,0,750000,0,13.0,"wholesale and retail, auto repair",independent,0,0
2000-07-19,1,2023-02-06 16:28:46.0,1,2000000,0,750000,0,13.0,"wholesale and retail, auto repair",independent,0,0
1986-09-06,0,,1,10942000,0,300000,0,,"wholesale and retail, auto repair",independent,1,1
1973-05-12,1,2023-02-07 01:02:14.0,1,3000000,0,0,0,13.0,"wholesale and retail, auto repair",independent,0,0
1996-07-10,0,,1,8000000,0,200000,1,,"wholesale and retail, auto repair",independent,1,1
1988-08-18,0,,1,3941667,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
1983-04-08,0,,1,7000000,0,300000,1,,"wholesale and retail, auto repair",independent,0,0
1975-06-01,1,2023-02-07 22:42:00.0,1,7000000,0,0,0,1.0,"wholesale and retail, auto repair",independent,0,0
1987-05-17,1,2023-02-08 22:43:56.0,1,15550000,0,0,1,13.0,"wholesale and retail, auto repair",independent,1,0
1994-08-23,1,2023-02-10 13:49:43.0,1,7000000,0,0,0,13.0,"wholesale and retail, auto repair",independent,1,0
1970-11-04,0,,1,20800000,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
1992-12-09,0,,1,4680000,0,300000,1,,"wholesale and retail, auto repair",independent,1,1
1996-11-05,1,2023-02-13 19:17:16.0,1,5400000,0,100000,1,13.0,"wholesale and retail, auto repair",independent,0,1
1973-10-08,0,,1,7580286,0,250000,1,,"wholesale and retail, auto repair",independent,0,1
1970-09-27,0,,1,95000000,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
2000-01-20,1,2023-02-14 16:48:49.0,1,30000000,0,300000,0,13.0,"wholesale and retail, auto repair",independent,0,1
1976-08-17,1,2023-02-14 22:06:28.0,1,3000000,0,0,0,26.0,"wholesale and retail, auto repair",independent,1,0
1986-04-13,0,,1,247000000,0,500000,0,,"wholesale and retail, auto repair",independent,1,1
1977-05-08,1,2023-02-16 15:00:58.0,1,5000000,0,0,0,12.0,"wholesale and retail, auto repair",independent,1,1
1964-07-15,1,2023-02-16 16:04:00.0,1,12000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,0,0
1972-11-16,0,,1,332600416,0,3000000,1,,"wholesale and retail, auto repair",independent,1,1
1972-11-16,0,,1,332600416,0,3000000,1,,"wholesale and retail, auto repair",independent,1,1
1981-04-01,1,2023-02-16 19:19:19.0,1,10000000,0,300000,1,13.0,"wholesale and retail, auto repair",independent,0,1
1992-02-15,0,,1,10327368,0,0,1,,"wholesale and retail, auto repair",independent,1,1
1999-11-05,0,,1,58000000,0,200000,1,,"wholesale and retail, auto repair",independent,1,1
1994-10-03,0,,1,98000000,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
1969-05-23,1,2023-02-21 14:50:24.0,1,6000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1988-02-03,1,2023-02-21 18:23:44.0,1,15000000,0,1000000,1,1.0,"wholesale and retail, auto repair",independent,0,0
1979-12-14,1,2023-02-22 15:22:23.0,1,7000000,0,500000,1,13.0,"wholesale and retail, auto repair",independent,1,0
1993-07-27,0,,1,13000000,0,300000,0,,"wholesale and retail, auto repair",independent,1,1
1985-02-05,0,,1,95000000,0,500000,1,,"wholesale and retail, auto repair",independent,1,1
1974-12-24,1,2023-02-22 20:42:41.0,1,7000000,0,0,1,13.0,"wholesale and retail, auto repair",independent,1,0
1958-03-02,1,2023-02-23 14:14:04.0,1,5000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1989-01-23,1,2023-02-23 15:41:23.0,1,20000000,0,500000,1,1.0,"wholesale and retail, auto repair",independent,0,0
2001-05-11,1,2023-02-23 17:11:09.0,1,15000000,0,300000,1,13.0,"wholesale and retail, auto repair",independent,0,0
1969-08-27,0,,1,75815724,0,2000000,1,,"wholesale and retail, auto repair",independent,1,1
1998-02-14,0,,1,3500000,0,300000,0,,"wholesale and retail, auto repair",independent,1,1
1989-06-01,1,2023-02-24 14:48:12.0,1,8000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1984-05-12,1,2023-02-24 16:39:26.0,1,25000000,0,0,1,1.0,"wholesale and retail, auto repair",independent,0,0
1980-12-18,1,2023-02-24 23:19:01.0,1,5000000,0,200000,0,13.0,"wholesale and retail, auto repair",independent,1,1
1960-02-09,1,2023-02-25 20:18:16.0,1,1160000,0,0,1,2.0,"wholesale and retail, auto repair",independent,0,0
1980-10-25,1,2023-02-27 20:52:28.0,1,2000000,0,0,0,13.0,"wholesale and retail, auto repair",independent,1,1
